"","Site","Bout","Date","Duration","SampRate","Stereo","BIO","ACI","NDSI","ADI","AEI","H","M"
"135","AR-7A","Bout 7","MINI8_20220629_083100.wav",300,24000,FALSE,74.4717475634315,9467.33674874824,-0.683148901789033,0.824593,0.823193,0.78743524274494,1.45814204801597e-05
"136","AR-7A","Bout 7","MINI8_20220629_172300.wav",300,24000,FALSE,94.1827352987468,8890.92573555711,0.827917838423247,1.748603,0.595872,0.832186153190925,1.16939590787804e-05
"137","AR-7A","Bout 7","MINI8_20220629_182300.wav",300,24000,FALSE,78.4469453158016,8694.11510892162,0.864516085389838,2.25247,0.29193,0.872668410811822,1.49068294218228e-05
"138","AR-7A","Bout 7","MINI8_20220629_192300.wav",300,24000,FALSE,82.729563932186,8698.24590887818,0.836192075411685,2.291922,0.232212,0.875282390986912,1.24052036660247e-05
"139","AR-7A","Bout 7","MINI8_20220629_202300.wav",300,24000,FALSE,66.5366580167118,8947.99494774483,0.840689387975768,2.20757,0.33519,0.899539570912332,1.29718206141807e-05
"140","AR-7A","Bout 7","MINI8_20220629_212300.wav",300,24000,FALSE,53.5566484046542,9129.89466105637,0.975777145785846,2.369288,0.126967,0.84790474303262,1.77429186151523e-05
"141","AR-7A","Bout 7","MINI8_20220630_043100.wav",300,24000,FALSE,71.4315501444051,9532.46813605154,0.756247499302889,1.676961,0.618401,0.823948611523132,1.28786727219597e-05
"142","AR-7A","Bout 7","MINI8_20220630_053100.wav",300,24000,FALSE,69.9917801174525,9659.8089935337,0.383982022281035,1.903218,0.505232,0.797635433372035,1.3420303094662e-05
"143","AR-7A","Bout 7","MINI8_20220630_063100.wav",300,24000,FALSE,99.7962366759662,10020.0841850583,0.586537359808966,1.802074,0.56067,0.77221227640275,1.95275939576679e-05
"144","AR-7A","Bout 7","MINI8_20220630_073100.wav",300,24000,FALSE,75.5552525055663,9971.15425925488,0.214321430275688,1.850082,0.553022,0.769031900131499,3.56724892533543e-05
"145","AR-7A","Bout 7","MINI8_20220630_083100.wav",300,24000,FALSE,94.5108884402148,9911.90135975572,0.888383849167115,2.26636,0.22191,0.887687138776908,1.11711456801915e-05
